epochs,learning_rate,Opti method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
1000,0.001,P@10,0.4556,0.4315,0.4129,0.3979,0.3868,0.3812,0.3736,0.3685,0.3645,0.3577,0.39302000000000004,0.0009033656000000001,0.3912,0.3958,0.3945,0.3959,0.3984,0.4046,0.4105,0.416,0.4226,0.4268,0.40563000000000005,0.00014441410000000002
1000,0.001,ERR@10,0.4477,0.4236,0.4089,0.3977,0.3893,0.378,0.3709,0.3645,0.3585,0.3544,0.38935,0.0008289684999999998,0.3859,0.3855,0.3875,0.3909,0.3962,0.3993,0.4048,0.4098,0.4147,0.4205,0.39951000000000003,0.0001416068999999998
1000,1e-05,NDCG@5,0.4448,0.427,0.4139,0.394,0.3846,0.379,0.3724,0.3661,0.3602,0.3567,0.38987,0.0007987140999999994,0.3836,0.3886,0.3935,0.3914,0.3945,0.4006,0.4055,0.4122,0.4167,0.4233,0.40099,0.00015368090000000004
1000,1e-05,NDCG@10,0.427,0.4103,0.3971,0.3844,0.3813,0.3723,0.3664,0.3617,0.3569,0.3519,0.38093000000000005,0.0005334260999999999,0.3718,0.3735,0.3765,0.3785,0.3871,0.3917,0.3973,0.4041,0.4104,0.4156,0.39065000000000005,0.00022486850000000004
1000,1e-05,P@5,0.4408,0.4127,0.3948,0.3812,0.3759,0.3706,0.3629,0.3608,0.3573,0.3539,0.38109000000000004,0.0006937249000000004,0.3784,0.3746,0.3752,0.3781,0.3839,0.3903,0.3955,0.4037,0.4097,0.4164,0.39058,0.00020692960000000008
1000,1e-05,P@10,0.4389,0.4216,0.4043,0.393,0.3809,0.3734,0.3669,0.3612,0.3575,0.3541,0.38517999999999997,0.0007437415999999998,0.3771,0.3781,0.3825,0.386,0.3876,0.3934,0.4,0.4058,0.4118,0.4175,0.39398,0.00018203159999999997
1000,1e-05,ERR@10,0.432,0.4172,0.3958,0.3863,0.3805,0.3752,0.3655,0.3605,0.3555,0.3514,0.38199,0.0006369569000000002,0.3741,0.3789,0.3776,0.3822,0.3873,0.3953,0.3987,0.4048,0.4106,0.4159,0.39254,0.00019513840000000008
1500,0.001,NDCG@5,0.4487,0.425,0.4106,0.3987,0.3888,0.3825,0.3745,0.3688,0.363,0.3584,0.3919,0.0007609579999999998,0.3856,0.3875,0.3902,0.393,0.3959,0.4036,0.4085,0.4134,0.4187,0.4243,0.40207,0.00016875610000000006
1500,0.001,NDCG@10,0.4517,0.4236,0.4083,0.3937,0.3864,0.3789,0.3709,0.3658,0.3596,0.3573,0.38962,0.0008363055999999995,0.3886,0.3863,0.3891,0.3915,0.3956,0.4006,0.4054,0.4119,0.4169,0.4244,0.40103,0.00015695609999999996
1500,0.001,P@5,0.4438,0.427,0.4112,0.3972,0.3868,0.3797,0.3726,0.3692,0.3623,0.357,0.39067999999999997,0.0007468115999999999,0.3826,0.3913,0.3922,0.3953,0.3975,0.4031,0.4076,0.4145,0.4195,0.425,0.40286,0.00016687039999999993
1500,0.001,P@10,0.4467,0.4255,0.4106,0.3969,0.3858,0.3785,0.3697,0.3659,0.3615,0.3588,0.38998999999999995,0.0007875588999999999,0.3863,0.3904,0.3933,0.3946,0.3971,0.4022,0.4068,0.4132,0.419,0.4257,0.40286,0.0001527324000000001
1500,0.001,ERR@10,0.4507,0.4275,0.4139,0.3999,0.3895,0.3808,0.3742,0.368,0.3618,0.3564,0.39227,0.0008451160999999997,0.3869,0.39,0.3933,0.3954,0.3996,0.4031,0.4091,0.4142,0.4186,0.424,0.40342,0.00014368760000000002
1500,1e-05,NDCG@5,0.4428,0.4196,0.403,0.392,0.385,0.3766,0.3729,0.3691,0.3625,0.3589,0.38824,0.0006463264000000004,0.3823,0.3838,0.3852,0.387,0.3923,0.3976,0.4054,0.4131,0.4172,0.4239,0.39878,0.00020817560000000026
1500,1e-05,NDCG@10,0.4369,0.4053,0.3968,0.3866,0.3791,0.37,0.3669,0.3617,0.3574,0.354,0.38147000000000003,0.0005975961,0.3784,0.372,0.3771,0.3818,0.3871,0.3908,0.3984,0.4044,0.4106,0.4169,0.39175,0.0002096525
1500,1e-05,P@5,0.4487,0.432,0.4034,0.391,0.3821,0.3736,0.3688,0.3639,0.3593,0.3552,0.38780000000000003,0.0008957399999999996,0.3856,0.3894,0.3849,0.3877,0.3922,0.3964,0.4019,0.4081,0.4141,0.4197,0.398,0.00013889400000000014
1500,1e-05,P@10,0.4359,0.4177,0.3961,0.3866,0.3817,0.3711,0.3662,0.363,0.3572,0.3527,0.38282,0.0006596016000000001,0.3761,0.3811,0.3776,0.3817,0.3884,0.3924,0.3984,0.4068,0.4115,0.4167,0.39307000000000003,0.00019370810000000002
1500,1e-05,ERR@10,0.4477,0.4196,0.4057,0.39,0.384,0.3757,0.3694,0.3656,0.3616,0.3573,0.38766,0.0007533243999999999,0.3866,0.3855,0.3873,0.3874,0.3919,0.3966,0.4025,0.4088,0.4151,0.4211,0.39828,0.00015143559999999994
2000,0.001,NDCG@5,0.4576,0.429,0.4106,0.3979,0.3886,0.3841,0.3771,0.3708,0.3642,0.3607,0.39405999999999997,0.0008508643999999996,0.3958,0.3904,0.3902,0.3939,0.397,0.4037,0.4089,0.4143,0.4191,0.4262,0.4039499999999999,0.00014446650000000003
2000,0.001,NDCG@10,0.4527,0.4285,0.4047,0.3947,0.3834,0.3766,0.3714,0.3672,0.3623,0.3567,0.38982,0.0008616495999999996,0.3902,0.391,0.3872,0.3916,0.3932,0.3992,0.4049,0.4121,0.418,0.4228,0.40102000000000004,0.00014621760000000004
2000,0.001,P@5,0.4507,0.428,0.4063,0.393,0.3854,0.3789,0.3712,0.3676,0.3609,0.3579,0.38998999999999995,0.0008279969,0.3922,0.3913,0.3896,0.391,0.3951,0.4016,0.4067,0.4145,0.4193,0.4254,0.4026699999999999,0.0001553761
2000,0.001,P@10,0.4438,0.4231,0.4093,0.3962,0.3864,0.3789,0.3728,0.367,0.3627,0.3576,0.38978000000000007,0.0007156555999999995,0.382,0.3883,0.3904,0.394,0.3966,0.401,0.4066,0.4122,0.4195,0.4245,0.40151000000000003,0.0001751708999999999
2000,0.001,ERR@10,0.4487,0.4265,0.4106,0.3964,0.3893,0.3784,0.3728,0.3672,0.3608,0.3563,0.3907,0.0008177419999999996,0.3869,0.3921,0.3936,0.3944,0.3995,0.4024,0.4089,0.414,0.4188,0.4242,0.40348000000000006,0.0001405536
2000,1e-05,NDCG@5,0.4556,0.4255,0.4096,0.3977,0.3864,0.3802,0.3748,0.3715,0.3647,0.3602,0.39261999999999997,0.0008148835999999996,0.3932,0.3889,0.3902,0.3921,0.395,0.4015,0.4076,0.415,0.4194,0.4254,0.40282999999999997,0.00015793409999999985
2000,1e-05,NDCG@10,0.4527,0.4295,0.4083,0.3984,0.3878,0.3771,0.3728,0.3699,0.3649,0.36,0.39214,0.0008252303999999999,0.3876,0.3926,0.3903,0.393,0.3965,0.4003,0.4075,0.4152,0.4201,0.4262,0.40293,0.00016558409999999999
2000,1e-05,P@5,0.4527,0.425,0.4053,0.3942,0.3848,0.3782,0.3709,0.3665,0.3604,0.3566,0.38946,0.0008480164000000002,0.3915,0.3863,0.3868,0.3907,0.3935,0.3992,0.404,0.4106,0.4155,0.4214,0.39995,0.00013901050000000007
2000,1e-05,P@10,0.4438,0.4221,0.403,0.3905,0.3819,0.3756,0.3702,0.3664,0.3626,0.3565,0.38726000000000005,0.0007114003999999999,0.3872,0.3853,0.3844,0.3871,0.391,0.397,0.4028,0.4108,0.4169,0.4211,0.39836,0.00017081039999999984
2000,1e-05,ERR@10,0.4448,0.4241,0.4096,0.3935,0.3842,0.3779,0.3694,0.3653,0.3602,0.3568,0.38858,0.0007746875999999994,0.383,0.3857,0.3881,0.3891,0.3927,0.3996,0.4037,0.4101,0.4158,0.422,0.39898,0.00016462960000000003
