epochs,learning_rate,Opti method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
1000,0.001,NDCG@5,0.4405,0.4267,0.4051,0.3899,0.3774,0.3733,0.3645,0.3582,0.355,0.3503,0.38409,0.0008676109000000003,0.3782,0.3863,0.3876,0.3884,0.3893,0.3976,0.401,0.4059,0.4131,0.4189,0.3966299999999999,0.00015225610000000017
1000,0.001,NDCG@10,0.4425,0.4238,0.4038,0.3894,0.3794,0.3686,0.3602,0.3537,0.3492,0.346,0.38166,0.0009770624,0.3795,0.3859,0.3854,0.3877,0.39,0.3932,0.3961,0.4008,0.4078,0.4135,0.39398999999999995,0.00010274889999999982
1000,0.001,P@5,0.4405,0.4263,0.411,0.3923,0.3792,0.3715,0.3642,0.3557,0.3513,0.3464,0.38384,0.0009634443999999999,0.3789,0.3876,0.3909,0.3913,0.3921,0.3964,0.4005,0.4037,0.411,0.4168,0.39692,0.00011551559999999991
1000,0.001,P@10,0.4494,0.4238,0.4025,0.3859,0.3766,0.371,0.3621,0.3557,0.3499,0.347,0.38238999999999995,0.0010217209000000008,0.3851,0.3833,0.3837,0.3855,0.3891,0.3957,0.3988,0.4036,0.4091,0.4156,0.39494999999999997,0.00011996850000000027
1000,0.001,ERR@10,0.4415,0.4238,0.4045,0.3894,0.3801,0.3704,0.3613,0.3542,0.3507,0.3463,0.38222,0.0009441695999999999,0.3779,0.3857,0.3863,0.3868,0.3908,0.3942,0.397,0.4014,0.409,0.4149,0.3944,0.00011734799999999993
1000,1e-05,NDCG@5,0.4238,0.4149,0.4012,0.3859,0.3717,0.3637,0.3579,0.3513,0.3483,0.343,0.37617,0.0007494580999999999,0.3668,0.3739,0.3789,0.3813,0.3815,0.3858,0.391,0.3965,0.4038,0.4087,0.38682000000000005,0.0001568496
1000,1e-05,NDCG@10,0.4346,0.4154,0.4012,0.3901,0.3742,0.3651,0.3579,0.3516,0.3475,0.3457,0.37832999999999994,0.0008541241,0.3743,0.3768,0.3807,0.3835,0.3834,0.3878,0.3915,0.3968,0.4032,0.4105,0.38885,0.0001227624999999998
1000,1e-05,P@5,0.4208,0.412,0.3969,0.3862,0.3782,0.3674,0.36,0.3537,0.3483,0.3432,0.37666999999999995,0.0006514620999999996,0.3632,0.3733,0.3768,0.3806,0.3842,0.3885,0.3916,0.3967,0.4022,0.4081,0.38652000000000003,0.0001698415999999999
1000,1e-05,P@10,0.4297,0.4233,0.4087,0.3948,0.3792,0.3694,0.36,0.3558,0.3506,0.3468,0.38183,0.0008419461000000001,0.3707,0.3877,0.3931,0.3952,0.3941,0.3974,0.4003,0.4069,0.4121,0.4186,0.39761,0.00016049490000000032
1000,1e-05,ERR@10,0.4336,0.4218,0.4041,0.3862,0.3746,0.3661,0.3592,0.3532,0.3483,0.3442,0.37912999999999997,0.0008891660999999999,0.3727,0.3815,0.3847,0.3837,0.3858,0.3903,0.3943,0.4003,0.4064,0.4124,0.39121,0.0001337709
1500,0.001,NDCG@5,0.4415,0.4272,0.412,0.3906,0.3792,0.3728,0.3658,0.3558,0.3531,0.3479,0.38459,0.0009529549000000002,0.3799,0.3894,0.3912,0.3903,0.3922,0.3973,0.4021,0.4041,0.4125,0.4175,0.39765,0.00011845249999999983
1500,0.001,NDCG@10,0.4425,0.4287,0.4074,0.3921,0.3823,0.3707,0.3627,0.3558,0.3516,0.3479,0.38417,0.0009814900999999998,0.3802,0.3906,0.3886,0.3907,0.3932,0.396,0.3992,0.4032,0.4108,0.4172,0.39697000000000005,0.00010906410000000011
1500,0.001,P@5,0.4405,0.4253,0.4077,0.3886,0.3774,0.3705,0.3627,0.3551,0.3514,0.3469,0.38261,0.0009415349000000001,0.3776,0.3873,0.3889,0.3888,0.3908,0.3963,0.3995,0.4046,0.4117,0.417,0.39625,0.00013167050000000008
1500,0.001,P@10,0.4425,0.4277,0.409,0.3909,0.3799,0.3723,0.3627,0.3583,0.3519,0.3486,0.38438,0.0009554555999999997,0.3809,0.3872,0.3894,0.3896,0.3915,0.397,0.3994,0.4052,0.4112,0.4181,0.39695,0.00012178450000000006
1500,0.001,ERR@10,0.4346,0.4208,0.4045,0.3896,0.3799,0.3691,0.3618,0.3547,0.3499,0.347,0.38119000000000003,0.0008409209000000001,0.3723,0.3814,0.3845,0.3856,0.3896,0.3923,0.3961,0.3999,0.4069,0.4143,0.39228999999999997,0.00014011889999999982
1500,1e-05,NDCG@5,0.4376,0.4267,0.4084,0.3899,0.3774,0.3691,0.3606,0.3563,0.3508,0.3467,0.38235,0.0009373144999999999,0.3779,0.3872,0.3881,0.387,0.3901,0.395,0.3978,0.4041,0.4099,0.4158,0.39529000000000003,0.00012333289999999996
1500,1e-05,NDCG@10,0.4366,0.4208,0.4005,0.3869,0.3778,0.3692,0.36,0.3552,0.3502,0.3461,0.38033,0.0008508740999999999,0.3769,0.3814,0.3815,0.3842,0.3883,0.3926,0.3958,0.4011,0.4077,0.4136,0.39231000000000005,0.00013348490000000007
1500,1e-05,P@5,0.4385,0.4164,0.4018,0.3835,0.3746,0.3666,0.3597,0.3523,0.3488,0.3438,0.37859999999999994,0.000888708,0.3756,0.3798,0.3829,0.3819,0.3847,0.3889,0.3929,0.3977,0.405,0.4104,0.38998,0.00011655759999999998
1500,1e-05,P@10,0.4307,0.414,0.3966,0.3862,0.3721,0.3605,0.3538,0.3518,0.3472,0.3424,0.37553,0.0008254621000000004,0.3736,0.3725,0.375,0.3787,0.3807,0.3835,0.3877,0.395,0.4005,0.406,0.38532,0.00012341560000000027
1500,1e-05,ERR@10,0.4444,0.4194,0.4025,0.3877,0.3748,0.3674,0.3604,0.3519,0.3498,0.3467,0.38049999999999995,0.0009643260000000003,0.3835,0.3809,0.3829,0.3853,0.3868,0.3919,0.3962,0.4006,0.4087,0.4147,0.39315,0.00012227650000000005
2000,0.001,NDCG@5,0.4385,0.4253,0.4071,0.3899,0.3797,0.3714,0.3618,0.3551,0.3511,0.3478,0.38277,0.0009127380999999999,0.3763,0.3872,0.3878,0.3881,0.3913,0.395,0.3977,0.4018,0.4099,0.4163,0.39514,0.00012527039999999994
2000,0.001,NDCG@10,0.4415,0.4258,0.4084,0.3916,0.3825,0.3727,0.3635,0.3567,0.3532,0.3485,0.38444,0.0009209044000000003,0.3792,0.3882,0.3894,0.39,0.3935,0.3964,0.3992,0.4043,0.4119,0.4174,0.39695,0.00012099249999999995
2000,0.001,P@5,0.4415,0.4228,0.409,0.3921,0.3821,0.3718,0.3627,0.3562,0.3527,0.3491,0.384,0.0009078979999999995,0.3792,0.3859,0.389,0.3892,0.3926,0.3954,0.3983,0.4028,0.4108,0.4175,0.39607,0.0001224180999999999
2000,0.001,P@10,0.4199,0.4125,0.4012,0.385,0.3727,0.3655,0.3571,0.352,0.348,0.3435,0.37574,0.0006869424,0.3648,0.3744,0.3791,0.3799,0.3822,0.3873,0.391,0.3963,0.4034,0.409,0.38674,0.00016423239999999973
2000,0.001,ERR@10,0.4366,0.4253,0.413,0.3931,0.3815,0.3722,0.3624,0.3558,0.3506,0.3458,0.38363,0.0009376980999999998,0.3723,0.3859,0.3918,0.3913,0.3931,0.3975,0.3999,0.4045,0.4101,0.416,0.39624,0.00013997839999999989
2000,1e-05,NDCG@5,0.4326,0.4248,0.4041,0.3916,0.3778,0.3689,0.361,0.355,0.3504,0.3451,0.38113,0.0008684621000000002,0.371,0.3855,0.3878,0.3901,0.3918,0.3962,0.3999,0.4048,0.4108,0.4155,0.39534,0.00015425639999999994
2000,1e-05,NDCG@10,0.4326,0.412,0.3989,0.3847,0.3735,0.3679,0.3578,0.3513,0.3469,0.3414,0.37670000000000003,0.0008151919999999998,0.3717,0.3736,0.3782,0.38,0.383,0.3898,0.3919,0.398,0.4046,0.4094,0.3880199999999999,0.00015100560000000019
2000,1e-05,P@5,0.4435,0.4263,0.4113,0.3928,0.3792,0.3717,0.3631,0.358,0.3522,0.3502,0.38483,0.0009586201000000002,0.3818,0.3861,0.3904,0.3894,0.3907,0.3957,0.3994,0.4046,0.4108,0.4179,0.39668000000000003,0.00011822960000000002
2000,1e-05,P@10,0.4336,0.4243,0.4071,0.3906,0.3782,0.3684,0.3595,0.3524,0.3469,0.3431,0.38041,0.0009457569000000003,0.3707,0.3836,0.389,0.3894,0.3917,0.396,0.3985,0.4033,0.408,0.4144,0.39446000000000003,0.0001423284
2000,1e-05,ERR@10,0.4356,0.4223,0.41,0.3926,0.3817,0.3718,0.3624,0.3566,0.3517,0.3487,0.38334,0.0008535883999999999,0.3714,0.3817,0.3882,0.388,0.3909,0.3949,0.3987,0.4037,0.4091,0.4156,0.39422,0.00015523760000000017
