epochs,learning_rate,Opti method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
1000,0.001,NDCG@5,0.4405,0.4145,0.4025,0.3931,0.3878,0.3784,0.3713,0.3623,0.3574,0.3549,0.38627,0.0006728380999999999,0.3769,0.3702,0.3734,0.3774,0.3832,0.3874,0.3928,0.3966,0.4017,0.4094,0.38689999999999997,0.00015195199999999996
1000,0.001,NDCG@10,0.4366,0.4213,0.4058,0.3945,0.3878,0.3814,0.3748,0.3648,0.3612,0.3563,0.38845,0.0006307124999999997,0.3723,0.3775,0.3783,0.3809,0.3866,0.3933,0.3977,0.4007,0.4073,0.4127,0.39073,0.00016947209999999984
1000,0.001,P@5,0.4385,0.4218,0.4068,0.3943,0.388,0.3799,0.3739,0.3637,0.3589,0.3548,0.38806,0.0006889743999999999,0.3723,0.3773,0.3778,0.3812,0.3857,0.3907,0.3962,0.3994,0.4048,0.4112,0.38966,0.00015139639999999982
1000,0.001,P@10,0.4415,0.4218,0.4071,0.3995,0.3886,0.382,0.3745,0.3657,0.3591,0.3559,0.38956999999999997,0.0007058621000000003,0.374,0.3779,0.3782,0.3836,0.3865,0.3928,0.3969,0.4011,0.4063,0.4125,0.39098,0.00015358559999999988
1000,0.001,ERR@10,0.4435,0.4184,0.4058,0.3972,0.3876,0.3812,0.3734,0.3647,0.3604,0.3569,0.38891,0.0006929028999999999,0.3779,0.3731,0.3777,0.382,0.3857,0.3926,0.3964,0.3998,0.4062,0.413,0.39044,0.00015990639999999992
1000,1e-05,NDCG@5,0.4356,0.4149,0.3982,0.3884,0.3841,0.375,0.3672,0.3582,0.3541,0.3522,0.38278999999999996,0.0006757868999999995,0.3727,0.3685,0.3684,0.3726,0.3796,0.3846,0.3877,0.391,0.3979,0.4049,0.38279,0.00014390489999999996
1000,1e-05,NDCG@10,0.4267,0.4036,0.3907,0.3793,0.3746,0.3655,0.3603,0.3541,0.3484,0.3448,0.3748,0.0006118340000000002,0.3592,0.3566,0.3631,0.3656,0.3726,0.3771,0.3813,0.3854,0.391,0.3982,0.37500999999999995,0.00017704290000000015
1000,1e-05,P@5,0.4277,0.4169,0.4045,0.3938,0.3821,0.3727,0.3649,0.358,0.353,0.3507,0.38243,0.0006725741000000004,0.3622,0.3727,0.3799,0.3819,0.3848,0.3892,0.3919,0.3971,0.4028,0.4093,0.38718,0.00017782559999999993
1000,1e-05,P@10,0.4297,0.41,0.3953,0.3879,0.3801,0.3723,0.3659,0.3612,0.3565,0.3512,0.38101,0.0005649629000000001,0.3648,0.3658,0.3668,0.3715,0.3754,0.3808,0.3855,0.391,0.3979,0.4039,0.38034,0.00017426839999999975
1000,1e-05,ERR@10,0.4287,0.4145,0.3936,0.3867,0.3782,0.3723,0.3661,0.3595,0.3546,0.3489,0.38031,0.0006079189000000001,0.3691,0.3692,0.3664,0.3725,0.3777,0.3837,0.3888,0.3941,0.4004,0.4047,0.38265999999999994,0.00017273840000000005
1500,0.001,NDCG@5,0.4326,0.4125,0.4018,0.3933,0.3835,0.3756,0.3699,0.3631,0.3562,0.3522,0.38406999999999997,0.0006068000999999996,0.3697,0.3678,0.3722,0.3771,0.3807,0.3859,0.3905,0.3961,0.4002,0.4061,0.38462999999999997,0.00016038210000000023
1500,0.001,NDCG@10,0.4474,0.4169,0.3976,0.3918,0.3851,0.3769,0.369,0.3631,0.3589,0.3546,0.38613000000000003,0.0007510201000000001,0.3799,0.3734,0.3728,0.3784,0.3824,0.3879,0.3924,0.3975,0.4039,0.4097,0.38783,0.00014663609999999988
1500,0.001,P@5,0.4376,0.4194,0.41,0.3995,0.3896,0.382,0.3745,0.3658,0.3592,0.3556,0.38932,0.0006637795999999994,0.3707,0.3745,0.3786,0.3827,0.3859,0.3921,0.3961,0.3999,0.4049,0.4119,0.38973,0.00016533209999999998
1500,0.001,P@10,0.4415,0.4218,0.4071,0.3906,0.3874,0.3815,0.3718,0.3666,0.361,0.3562,0.38855,0.0006876485000000002,0.3733,0.3777,0.381,0.3799,0.3868,0.3936,0.3968,0.4029,0.4079,0.4135,0.39133999999999997,0.00017037439999999978
1500,0.001,ERR@10,0.4307,0.4086,0.4015,0.3943,0.3858,0.3776,0.371,0.3621,0.3567,0.3524,0.38406999999999997,0.0005635001000000004,0.3677,0.3645,0.3709,0.377,0.3811,0.3862,0.3912,0.395,0.4006,0.4067,0.38408999999999993,0.0001843409
1500,1e-05,NDCG@5,0.4317,0.4076,0.3927,0.3813,0.3744,0.3645,0.3582,0.3518,0.3474,0.3443,0.37539,0.0007264448999999998,0.3661,0.3626,0.3638,0.3688,0.3748,0.3772,0.3809,0.3852,0.3916,0.3981,0.37690999999999997,0.00013132690000000006
1500,1e-05,NDCG@10,0.4366,0.4199,0.3982,0.3896,0.3813,0.3718,0.3666,0.361,0.3568,0.3529,0.38347,0.0006980700999999999,0.3684,0.3723,0.371,0.3767,0.38,0.3839,0.3889,0.3952,0.4013,0.4073,0.38449999999999995,0.00016076799999999994
1500,1e-05,P@5,0.4346,0.4159,0.4002,0.3901,0.3829,0.3776,0.3706,0.3628,0.3576,0.3537,0.3846,0.0006160239999999998,0.371,0.3698,0.3717,0.3763,0.3804,0.388,0.3922,0.3957,0.4016,0.408,0.38547,0.00016784609999999988
1500,1e-05,P@10,0.4189,0.4066,0.394,0.3813,0.3756,0.371,0.3642,0.3588,0.3528,0.3496,0.37728000000000006,0.0004807915999999999,0.3559,0.3614,0.365,0.3668,0.3732,0.3801,0.3842,0.3897,0.3943,0.4011,0.37717,0.0002053601
1500,1e-05,ERR@10,0.4454,0.4174,0.3999,0.3882,0.3813,0.3758,0.3707,0.3646,0.3609,0.3559,0.38601,0.0007066569000000003,0.3786,0.3721,0.3728,0.3767,0.3808,0.3877,0.3931,0.3981,0.4047,0.4102,0.38748,0.0001648876000000001
2000,0.001,NDCG@5,0.4277,0.4159,0.4048,0.3972,0.3886,0.3814,0.3736,0.3648,0.3605,0.3563,0.38708,0.0005263576000000001,0.3648,0.3705,0.3746,0.3801,0.385,0.3905,0.3944,0.3991,0.4043,0.4112,0.38745,0.00020667849999999997
2000,0.001,NDCG@10,0.4415,0.4194,0.4045,0.3958,0.386,0.3795,0.3738,0.3648,0.3593,0.3559,0.38805000000000006,0.0006851504999999999,0.3766,0.3755,0.3756,0.3807,0.3845,0.3894,0.3956,0.399,0.4051,0.4117,0.38937000000000005,0.00015215610000000022
2000,0.001,P@5,0.4425,0.4218,0.4081,0.3953,0.3882,0.3807,0.3753,0.3633,0.3594,0.3556,0.38902,0.0007252016,0.3776,0.3768,0.3787,0.3811,0.3862,0.3921,0.3972,0.3991,0.4054,0.4121,0.39063000000000003,0.00014100010000000007
2000,0.001,P@10,0.4385,0.4174,0.4038,0.3936,0.386,0.3812,0.3727,0.3643,0.359,0.3552,0.38716999999999996,0.0006451581,0.3736,0.3737,0.3749,0.3786,0.384,0.3901,0.3943,0.3989,0.4043,0.4108,0.38832,0.0001635236
2000,0.001,ERR@10,0.4346,0.4095,0.4022,0.395,0.3835,0.3764,0.3704,0.3631,0.3572,0.3526,0.38445,0.0006044804999999995,0.3697,0.3663,0.372,0.3781,0.3807,0.3858,0.391,0.3958,0.4007,0.407,0.38471,0.0001701808999999999
2000,1e-05,NDCG@5,0.4356,0.4199,0.4002,0.3953,0.3853,0.3766,0.3711,0.3627,0.359,0.3536,0.38593,0.0006529960999999997,0.37,0.3753,0.374,0.3803,0.3831,0.388,0.3924,0.3974,0.4039,0.4091,0.38735,0.0001566104999999999
2000,1e-05,NDCG@10,0.4307,0.4095,0.4002,0.3882,0.3815,0.3741,0.3652,0.3594,0.3545,0.3508,0.38140999999999997,0.0006079489000000002,0.3664,0.364,0.3698,0.3733,0.3797,0.3845,0.3889,0.3937,0.3996,0.4061,0.38259999999999994,0.0001874900000000001
2000,1e-05,P@5,0.4425,0.4258,0.4113,0.4007,0.39,0.3859,0.3752,0.368,0.3636,0.358,0.3921,0.0007002780000000004,0.3723,0.3764,0.3805,0.3851,0.3872,0.3951,0.3981,0.4026,0.409,0.4135,0.39197999999999994,0.00017447759999999975
2000,1e-05,P@10,0.4356,0.4228,0.4061,0.396,0.3839,0.3766,0.371,0.3639,0.3585,0.3541,0.38684999999999997,0.0006891225,0.37,0.3743,0.3781,0.3814,0.3838,0.3894,0.3943,0.3982,0.4045,0.4104,0.38844,0.0001588664
2000,1e-05,ERR@10,0.4385,0.4233,0.4064,0.3977,0.39,0.3835,0.3724,0.3662,0.3608,0.3562,0.3895,0.0006700419999999997,0.3723,0.3779,0.3795,0.3839,0.3896,0.3958,0.3973,0.4032,0.4085,0.4145,0.39225,0.00017603649999999965
