epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
1000,0.075,0.5,linear,,,,,0.4277,0.4191,0.3915,0.3718,0.3566,0.3348,0.3143,0.2931,0.273,0.257,0.34389000000000003,0.003200096899999999,0.3652,0.414,0.4332,0.4582,0.4827,0.4971,0.506,0.4583,0.2265,0.2311,0.40723000000000004,0.0094905841
300,0.0025,0.5,linear,relu,1,100,0.65,0.4915,0.4617,0.4326,0.4032,0.3723,0.3479,0.3231,0.2992,0.2787,0.2604,0.36706000000000005,0.005615950399999998,0.4191,0.4605,0.4842,0.5054,0.5195,0.5302,0.5381,0.4901,0.2413,0.2447,0.44331,0.011119198899999998
300,0.0025,0.5,linear,relu,1,100,0.8,0.4809,0.4521,0.4227,0.3973,0.3745,0.3433,0.3195,0.2976,0.2771,0.2613,0.36263,0.005098988100000001,0.4057,0.4473,0.4722,0.4932,0.5144,0.5203,0.5293,0.4824,0.2376,0.2429,0.43452999999999997,0.010636752099999999
300,0.0025,0.5,linear,relu,2,100,0.65,0.4851,0.4564,0.4284,0.4027,0.3766,0.3468,0.3228,0.2984,0.2783,0.2623,0.36578,0.0052959116,0.4057,0.4477,0.4748,0.4965,0.5183,0.5251,0.5343,0.484,0.2387,0.2445,0.43696,0.0108489984
300,0.0025,0.5,linear,relu,2,100,0.8,0.5021,0.4574,0.4234,0.3973,0.3706,0.345,0.3216,0.2992,0.2768,0.2604,0.36538000000000004,0.005715153599999998,0.4326,0.477,0.4957,0.5145,0.5319,0.5406,0.5487,0.4981,0.2438,0.2477,0.45305999999999996,0.0117601864
400,0.0025,0.5,linear,relu,1,100,0.65,0.5064,0.4638,0.4397,0.408,0.3749,0.3479,0.3237,0.3016,0.2799,0.2619,0.37078,0.006083769599999999,0.4284,0.4598,0.493,0.5101,0.5239,0.5338,0.5427,0.493,0.2468,0.2496,0.44810999999999995,0.0110364229
400,0.0025,0.5,linear,relu,1,100,0.8,0.4787,0.4511,0.4305,0.3995,0.377,0.3443,0.3216,0.2981,0.2792,0.2626,0.36426,0.005059498400000001,0.4035,0.4404,0.4761,0.493,0.5149,0.5202,0.532,0.4827,0.2405,0.2449,0.43482000000000004,0.010536989600000001
400,0.0025,0.5,linear,relu,2,100,0.65,0.4809,0.4553,0.4277,0.3973,0.3749,0.3426,0.3188,0.2981,0.2778,0.2613,0.36347,0.005210542100000002,0.4099,0.4502,0.4807,0.4946,0.5172,0.5233,0.5311,0.4836,0.239,0.2435,0.43731,0.0107687489
400,0.0025,0.5,linear,relu,2,100,0.8,0.5,0.4681,0.4376,0.4043,0.3787,0.3493,0.3234,0.2997,0.279,0.2621,0.37022000000000005,0.005981061599999999,0.4418,0.4879,0.51,0.5247,0.5419,0.5496,0.5531,0.5011,0.2481,0.252,0.4610199999999999,0.012104353600000003
500,0.0025,0.5,linear,relu,1,100,0.65,0.5064,0.4766,0.4468,0.4037,0.3757,0.3514,0.3252,0.3032,0.2811,0.263,0.37331,0.0063092828999999975,0.4383,0.4862,0.5087,0.5222,0.5366,0.5476,0.5554,0.5043,0.2502,0.2537,0.46031999999999995,0.011857753600000001
500,0.0025,0.5,linear,relu,1,100,0.8,0.4915,0.4511,0.4277,0.4016,0.3736,0.3461,0.3207,0.3,0.2799,0.2613,0.36535,0.005329944500000001,0.4163,0.4454,0.4766,0.4977,0.5151,0.5249,0.5328,0.4851,0.2392,0.2419,0.4375,0.010825532000000002
500,0.0025,0.5,linear,relu,2,100,0.65,0.5021,0.4638,0.4383,0.4085,0.3791,0.3514,0.3258,0.3029,0.282,0.2636,0.37174999999999997,0.005831514500000001,0.4255,0.4635,0.4899,0.5123,0.5279,0.5389,0.5454,0.4945,0.2472,0.2508,0.44959,0.0112115629
500,0.0025,0.5,linear,relu,2,100,0.8,0.4979,0.4691,0.4305,0.4048,0.377,0.3493,0.3219,0.2979,0.2773,0.2602,0.3685899999999999,0.005966946900000001,0.4426,0.4995,0.5176,0.5347,0.5491,0.5579,0.5606,0.5046,0.2466,0.2506,0.46638,0.012937447599999999
600,0.0025,0.5,linear,relu,1,100,0.65,0.5426,0.4819,0.4489,0.4138,0.3809,0.3546,0.3258,0.3027,0.2818,0.2632,0.37961999999999996,0.007555495599999999,0.473,0.4894,0.5153,0.5255,0.5406,0.5524,0.5577,0.5062,0.2526,0.257,0.46697,0.011883350099999999
600,0.0025,0.5,linear,relu,1,100,0.8,0.4851,0.4702,0.4383,0.4064,0.3783,0.35,0.3237,0.3019,0.2801,0.2626,0.36966,0.005614370399999999,0.4099,0.4688,0.4946,0.5106,0.5287,0.5367,0.5448,0.4952,0.2466,0.2501,0.4486,0.011367559999999999
600,0.0025,0.5,linear,relu,2,100,0.65,0.4957,0.4585,0.4362,0.4085,0.377,0.3479,0.3225,0.3008,0.2806,0.2604,0.36881,0.005707008899999998,0.4206,0.455,0.4912,0.51,0.526,0.5339,0.54,0.4922,0.244,0.2454,0.44583000000000006,0.011300612100000001
600,0.0025,0.5,linear,relu,2,100,0.8,0.5,0.4734,0.4376,0.4096,0.3809,0.3525,0.3228,0.2995,0.2783,0.2615,0.37161,0.006150784899999999,0.4362,0.494,0.5163,0.5315,0.5485,0.5574,0.5591,0.5049,0.2473,0.2516,0.46468,0.012761303600000001
