epochs,learning_rate,Opti_method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
1000,0.001,ERR@10,0.4021,0.3936,0.3688,0.3511,0.3391,0.3199,0.2985,0.283,0.2655,0.2506,0.32721999999999996,0.0024967416000000004,0.3383,0.3904,0.4095,0.4303,0.4575,0.4726,0.4821,0.4407,0.2133,0.2191,0.38538,0.0087325556
1000,1e-05,NDCG@5,0.4426,0.4202,0.3979,0.3782,0.3591,0.3362,0.3146,0.2936,0.2733,0.2557,0.34714,0.0035993404,0.366,0.4122,0.437,0.4607,0.4849,0.5016,0.5107,0.464,0.2299,0.233,0.41,0.009606240000000002
1000,1e-05,NDCG@10,0.4234,0.4085,0.3901,0.3713,0.3557,0.3351,0.3106,0.2899,0.2712,0.2545,0.34103000000000006,0.0030815460999999997,0.3539,0.3993,0.4259,0.4533,0.4783,0.4933,0.502,0.4551,0.2254,0.2294,0.40159,0.0093477429
1000,1e-05,P@5,0.4255,0.4128,0.3922,0.3745,0.3609,0.334,0.3119,0.2907,0.2723,0.2572,0.3432,0.003155482,0.356,0.4041,0.4315,0.4559,0.4803,0.4944,0.5046,0.4597,0.2268,0.2315,0.40447999999999995,0.009412435600000001
1000,1e-05,P@10,0.4277,0.4128,0.3894,0.3729,0.3609,0.3333,0.3088,0.2899,0.2723,0.2557,0.34236999999999995,0.0032112661000000013,0.3596,0.4021,0.4302,0.4588,0.4837,0.4939,0.5032,0.4566,0.2286,0.2322,0.40488999999999997,0.009297842900000002
1000,1e-05,ERR@10,0.4383,0.416,0.3929,0.3739,0.3494,0.3259,0.3043,0.287,0.2697,0.254,0.34114,0.003608226400000001,0.3631,0.4062,0.434,0.4573,0.4771,0.4898,0.4978,0.4546,0.2217,0.2259,0.40275000000000005,0.009441986500000003
1500,0.001,NDCG@5,0.383,0.3787,0.3695,0.3622,0.3468,0.3266,0.3058,0.2867,0.269,0.2547,0.32830000000000004,0.00198943,0.3106,0.3626,0.3994,0.4352,0.4594,0.4754,0.4851,0.4406,0.214,0.2202,0.38025000000000003,0.009175782499999998
1500,0.001,NDCG@10,0.4468,0.4202,0.3915,0.3697,0.3549,0.3294,0.3082,0.2891,0.2726,0.2572,0.34396000000000004,0.0036550823999999997,0.3816,0.4145,0.4361,0.4575,0.4823,0.4947,0.5048,0.4586,0.2267,0.2324,0.40892,0.0092643636
1500,0.001,P@5,0.4043,0.3979,0.3773,0.3665,0.3532,0.3316,0.3088,0.2896,0.2707,0.2562,0.3356100000000001,0.0024971048999999994,0.3333,0.3842,0.4124,0.4453,0.4711,0.485,0.4937,0.4493,0.2208,0.2266,0.39217,0.0091961881
1500,0.001,P@10,0.4043,0.3957,0.378,0.3686,0.354,0.3316,0.3091,0.2899,0.2704,0.2557,0.33573,0.002499864100000001,0.3333,0.381,0.4115,0.4467,0.4708,0.4839,0.4933,0.4487,0.2206,0.2263,0.39161,0.0091903589
1500,0.001,ERR@10,0.4064,0.3989,0.378,0.3686,0.3528,0.3312,0.3079,0.2896,0.2704,0.256,0.33598,0.0025690535999999997,0.3355,0.3853,0.413,0.4476,0.4714,0.485,0.494,0.4496,0.221,0.2265,0.39289,0.009206794899999999
1500,1e-05,NDCG@5,0.4255,0.4053,0.3887,0.3718,0.3528,0.328,0.3076,0.2894,0.2712,0.2545,0.33948,0.0030916215999999995,0.3631,0.3966,0.4237,0.4486,0.4707,0.4845,0.4953,0.4513,0.2231,0.2264,0.39833,0.0089552021
1500,1e-05,NDCG@10,0.4404,0.417,0.3908,0.3729,0.3574,0.3337,0.31,0.2912,0.2714,0.256,0.34408000000000005,0.0034891595999999997,0.3652,0.4012,0.4279,0.4557,0.4814,0.4933,0.5021,0.4577,0.2273,0.2325,0.40442999999999996,0.0091863221
1500,1e-05,P@5,0.417,0.3989,0.3879,0.3713,0.3591,0.3337,0.3125,0.2907,0.2726,0.2574,0.34011,0.002762894899999999,0.3489,0.3924,0.4256,0.4507,0.4786,0.4924,0.5016,0.4568,0.2244,0.2304,0.40018000000000004,0.009375853600000001
1500,1e-05,P@10,0.434,0.4191,0.3943,0.3782,0.3609,0.3351,0.3109,0.2923,0.273,0.2566,0.34544,0.003423208399999998,0.3603,0.4064,0.4345,0.4618,0.4874,0.4991,0.5075,0.4626,0.2314,0.2345,0.40854999999999997,0.0094646305
1500,1e-05,ERR@10,0.4255,0.4213,0.4007,0.3824,0.3566,0.3379,0.314,0.2923,0.2728,0.2598,0.34632999999999997,0.0033180641000000012,0.3504,0.4129,0.4453,0.47,0.4876,0.5042,0.5114,0.4651,0.2306,0.2384,0.41159,0.0098225669
2000,0.001,NDCG@5,0.4043,0.3979,0.3787,0.3681,0.354,0.3319,0.3082,0.2896,0.2702,0.2557,0.33586,0.0025394343999999994,0.3333,0.3842,0.4129,0.447,0.4717,0.4854,0.4937,0.4495,0.2203,0.226,0.39239999999999997,0.009272842
2000,0.001,NDCG@10,0.383,0.3798,0.3695,0.3612,0.3468,0.3266,0.3061,0.2867,0.2688,0.2545,0.32830000000000004,0.0019979420000000004,0.3106,0.3637,0.3998,0.4351,0.4597,0.4757,0.4859,0.441,0.2142,0.2204,0.38061,0.0091914569
2000,0.001,P@5,0.3809,0.3798,0.3688,0.3612,0.3472,0.3262,0.3055,0.2864,0.2688,0.2547,0.32795,0.0019734725000000015,0.3085,0.3637,0.3988,0.4348,0.4596,0.4751,0.4853,0.4405,0.2138,0.2202,0.38003,0.009202140100000002
2000,0.001,P@10,0.3872,0.3777,0.3681,0.3622,0.3485,0.327,0.3064,0.2883,0.269,0.2547,0.32891,0.0020061888999999998,0.3149,0.3605,0.3966,0.4335,0.4587,0.4745,0.4845,0.4406,0.2135,0.2203,0.37976,0.009069838399999999
2000,0.001,ERR@10,0.4043,0.3968,0.378,0.3681,0.354,0.3319,0.3082,0.2896,0.2704,0.2555,0.33568,0.0025205135999999996,0.3333,0.3832,0.4116,0.4463,0.4712,0.4848,0.4934,0.4491,0.2204,0.2259,0.39192,0.009231833600000001
2000,1e-05,NDCG@5,0.434,0.4085,0.3922,0.3739,0.3587,0.334,0.3094,0.2899,0.2714,0.2545,0.34265,0.0033180345,0.3631,0.3933,0.4271,0.4541,0.4798,0.4925,0.5015,0.4561,0.2252,0.2292,0.40218999999999994,0.0093121189
2000,1e-05,NDCG@10,0.4319,0.4128,0.3915,0.3745,0.357,0.3337,0.3085,0.2899,0.2714,0.2555,0.34267,0.0033193821000000014,0.3596,0.4067,0.4319,0.4618,0.4848,0.4964,0.5034,0.4583,0.226,0.23,0.40589000000000003,0.0095917429
2000,1e-05,P@5,0.4319,0.4149,0.3922,0.3782,0.3596,0.3358,0.3119,0.2907,0.2721,0.2557,0.3443,0.0033393599999999996,0.3624,0.4018,0.4305,0.459,0.4821,0.4948,0.5039,0.4586,0.2275,0.2313,0.40519,0.0093731449
2000,1e-05,P@10,0.4319,0.4085,0.3922,0.3745,0.3579,0.334,0.3094,0.2902,0.2716,0.2553,0.34255,0.0032613384999999988,0.3582,0.395,0.4283,0.4537,0.4776,0.4929,0.5011,0.4552,0.2256,0.2292,0.40168,0.0092937016
2000,1e-05,ERR@10,0.434,0.4064,0.3837,0.3707,0.3583,0.3337,0.3112,0.2894,0.2721,0.256,0.34154999999999996,0.003150390499999999,0.3617,0.3957,0.4227,0.4516,0.478,0.4923,0.5018,0.4558,0.2262,0.2306,0.40164,0.0091619304
