epochs,learning_rate,Opti_method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
1000,1e-05,P@5,0.4374,0.4098,0.38,0.3631,0.3469,0.3259,0.3048,0.288,0.2689,0.2524,0.33772,0.0033358856,0.3708,0.408,0.4312,0.4529,0.4772,0.4918,0.4974,0.4637,0.2335,0.2381,0.40645999999999993,0.0086136564
1000,1e-05,P@10,0.4331,0.4066,0.3765,0.3588,0.3423,0.328,0.3066,0.2895,0.2687,0.2529,0.3363,0.0031137160000000003,0.3723,0.399,0.4199,0.448,0.4722,0.4889,0.4975,0.4637,0.2352,0.2402,0.40369,0.0082707209
1000,1e-05,ERR@10,0.4161,0.3992,0.3715,0.3551,0.3406,0.3245,0.3033,0.2832,0.2661,0.2507,0.33103,0.0027960941000000007,0.3553,0.3958,0.4191,0.4418,0.4646,0.4822,0.4874,0.4529,0.2281,0.233,0.39602000000000004,0.0082775156
1500,0.001,NDCG@5,0.4268,0.4076,0.3822,0.3615,0.3456,0.3305,0.3097,0.2903,0.2727,0.2548,0.33816999999999997,0.0029611721000000002,0.3645,0.3995,0.4278,0.4489,0.473,0.491,0.5003,0.4662,0.2376,0.2407,0.40495000000000003,0.0083982305
1500,0.001,NDCG@10,0.4437,0.413,0.3871,0.3652,0.3456,0.3294,0.3066,0.2887,0.2703,0.2544,0.3403999999999999,0.003501096,0.3758,0.4092,0.4337,0.4574,0.4783,0.4961,0.5009,0.4678,0.2382,0.2426,0.41,0.008519848
1500,0.001,P@5,0.4416,0.4119,0.3843,0.371,0.3473,0.3319,0.3097,0.289,0.2708,0.2575,0.3415,0.0033626039999999995,0.3793,0.4078,0.4325,0.4634,0.4824,0.5005,0.5073,0.4725,0.238,0.2441,0.41278,0.008814021599999998
1500,0.001,P@10,0.4395,0.4066,0.3772,0.3609,0.3435,0.3202,0.3036,0.2861,0.2678,0.2522,0.33575999999999995,0.0033532824,0.3744,0.4071,0.4219,0.4472,0.4689,0.4828,0.4927,0.4586,0.2307,0.2352,0.4019500000000001,0.008282702500000001
1500,0.001,ERR@10,0.4459,0.4151,0.38,0.3636,0.3431,0.3255,0.3069,0.2877,0.2703,0.2546,0.33926999999999996,0.0035208461000000003,0.3822,0.4138,0.4298,0.455,0.4756,0.4936,0.5018,0.4678,0.2375,0.243,0.41001000000000004,0.008390996900000003
1500,1e-05,NDCG@5,0.4331,0.4066,0.385,0.3604,0.3461,0.3305,0.3076,0.2895,0.2713,0.2533,0.33834000000000003,0.0031480824000000005,0.3751,0.4052,0.4328,0.4546,0.4794,0.4964,0.5013,0.4688,0.2381,0.2421,0.40937999999999997,0.008556067599999998
1500,1e-05,NDCG@10,0.4289,0.4098,0.3878,0.3636,0.3456,0.3255,0.3051,0.2887,0.2711,0.2558,0.33819,0.003151244899999999,0.3666,0.4027,0.4343,0.4523,0.4751,0.4901,0.4968,0.4661,0.2376,0.2423,0.40639000000000003,0.0083366829
1500,1e-05,P@5,0.4374,0.4151,0.3836,0.3625,0.3482,0.3287,0.3076,0.289,0.2713,0.2544,0.33978,0.0033426236000000005,0.3779,0.4124,0.434,0.4547,0.4804,0.4978,0.5027,0.4678,0.2393,0.243,0.41100000000000003,0.008522688
1500,1e-05,P@10,0.4374,0.4055,0.3808,0.3631,0.3452,0.3273,0.3057,0.2885,0.2708,0.2544,0.33787,0.003206296100000001,0.3751,0.4004,0.4283,0.4506,0.4736,0.4915,0.4995,0.4657,0.2363,0.2407,0.40617000000000003,0.008378086100000001
1500,1e-05,ERR@10,0.4161,0.413,0.3793,0.3625,0.3444,0.3213,0.3036,0.2874,0.2692,0.2529,0.33497,0.0029977761000000006,0.3553,0.4038,0.4248,0.4484,0.4722,0.4844,0.4961,0.4633,0.2332,0.2371,0.40186,0.0084872484
2000,0.001,NDCG@5,0.4459,0.4066,0.3843,0.3625,0.3478,0.3277,0.3076,0.2869,0.2694,0.2548,0.33935,0.003443978500000001,0.3822,0.405,0.4321,0.4529,0.4777,0.4928,0.5001,0.4661,0.2352,0.2408,0.40849,0.008499188900000001
2000,0.001,NDCG@10,0.4374,0.4076,0.38,0.3646,0.3499,0.328,0.306,0.289,0.2699,0.2535,0.33858999999999995,0.0032637069000000006,0.3694,0.3993,0.4232,0.4499,0.4764,0.4891,0.4955,0.4612,0.2356,0.2397,0.40393,0.0083175561
2000,0.001,P@5,0.4268,0.4087,0.3871,0.3689,0.3499,0.3326,0.3094,0.2898,0.2715,0.2537,0.33984,0.0031056404000000004,0.3616,0.4032,0.4324,0.4581,0.4794,0.497,0.503,0.4685,0.2387,0.2425,0.40844,0.008703638400000002
2000,0.001,P@10,0.4352,0.4045,0.3822,0.3604,0.3469,0.3291,0.3069,0.2898,0.2708,0.2546,0.33804,0.0031245744,0.373,0.3965,0.4259,0.4502,0.4752,0.4912,0.4982,0.4661,0.2371,0.2412,0.40546,0.0083372764
2000,0.001,ERR@10,0.4395,0.4108,0.3864,0.3641,0.3486,0.3273,0.3054,0.2903,0.2713,0.255,0.33987,0.0033493680999999997,0.3772,0.4073,0.4329,0.4549,0.48,0.4952,0.5006,0.47,0.2375,0.2415,0.40971,0.0085738609
2000,1e-05,NDCG@5,0.4459,0.4183,0.3878,0.3678,0.3541,0.333,0.3106,0.2906,0.2711,0.2563,0.34355,0.0035582785000000004,0.3793,0.4158,0.4363,0.4594,0.4843,0.4989,0.5059,0.4717,0.2384,0.2439,0.41339000000000004,0.0087456429
2000,1e-05,NDCG@10,0.4374,0.4055,0.3758,0.3599,0.3439,0.328,0.3066,0.2872,0.2692,0.2539,0.33674,0.0031836844,0.3765,0.4025,0.4208,0.4489,0.4715,0.4907,0.4988,0.4637,0.2341,0.2395,0.40470000000000006,0.008360238
2000,1e-05,P@5,0.4522,0.4161,0.3949,0.3747,0.3537,0.3323,0.3109,0.289,0.272,0.2554,0.34512,0.0037811955999999996,0.3829,0.4144,0.4424,0.4667,0.4893,0.5021,0.5084,0.4723,0.2399,0.2443,0.41627000000000003,0.0089350541
2000,1e-05,P@10,0.4374,0.4087,0.385,0.3625,0.349,0.3273,0.3066,0.289,0.2701,0.2535,0.33891,0.0033052929000000008,0.3737,0.4055,0.4315,0.4539,0.4777,0.492,0.4999,0.4677,0.2379,0.2426,0.40824000000000005,0.0084056184
2000,1e-05,ERR@10,0.4395,0.4098,0.3907,0.3742,0.3516,0.3284,0.3094,0.2893,0.2701,0.2546,0.34176,0.0034436583999999993,0.373,0.4045,0.4318,0.4601,0.4796,0.4937,0.5011,0.4669,0.2391,0.2434,0.40932,0.0084728916
